transaction_id,customer_id,product_id,quantity,transaction_date,channel,total_amount_eur
3052,27,1,1,2024-09-10,Boutique,0.34
3053,393,15,1,2024-09-10,Boutique,0.53
3054,1743,21,1,2024-09-10,Online,0.48
3055,1361,44,1,2024-09-10,Boutique,0.59
3056,136,37,1,2024-09-10,Online,0.42
3057,334,7,1,2024-09-10,Boutique,0.57
3058,325,7,1,2024-09-10,Online,0.57
3059,127,17,1,2024-09-10,Online,0.56
3060,491,7,1,2024-09-10,Boutique,0.57
3061,1405,6,1,2024-09-10,Online,0.46
3062,1202,17,1,2024-09-10,App,0.56
3063,2000,2,1,2024-09-10,Online,0.46
3064,1391,19,1,2024-09-10,Online,0.29
3065,1243,48,1,2024-09-11,Boutique,0.4
3066,1780,50,3,2024-09-11,Online,1.26
3067,1328,41,1,2024-09-11,Online,0.3
3068,779,2,1,2024-09-11,App,0.46
3069,491,16,1,2024-09-11,App,0.33
3070,508,7,1,2024-09-11,Online,0.57
3071,1837,6,2,2024-09-11,Online,0.92
3072,250,19,1,2024-09-11,Online,0.29
3073,933,6,2,2024-09-11,Online,0.92
3074,1332,50,1,2024-09-11,App,0.42
3075,1935,43,2,2024-09-11,App,41.0
3076,767,24,1,2024-09-11,Boutique,12.18
3077,1980,48,1,2024-09-11,Online,0.4
3078,808,14,1,2024-09-11,Boutique,0.47
3079,1705,7,1,2024-09-11,Boutique,0.57
3080,889,27,1,2024-09-11,Online,0.61
3081,400,48,2,2024-09-12,Online,0.8
3082,1989,35,1,2024-09-12,Boutique,0.6
3083,384,37,1,2024-09-12,Online,0.42
3084,1334,2,1,2024-09-12,Online,0.46
3085,1773,16,1,2024-09-12,Online,0.33
3086,358,43,1,2024-09-12,Online,20.5
3087,1982,45,2,2024-09-12,Online,0.74
3088,1470,40,1,2024-09-12,Online,0.34
3089,509,45,1,2024-09-12,Boutique,0.37
3090,402,18,1,2024-09-12,Online,0.53
3091,232,41,1,2024-09-12,Boutique,0.3
3092,1150,41,2,2024-09-12,Online,0.6
3093,1624,36,1,2024-09-12,Online,0.52
3094,204,21,2,2024-09-12,App,0.96
3095,193,5,1,2024-09-12,Online,0.46
3096,1758,2,3,2024-09-12,Online,1.38
3097,241,41,1,2024-09-12,App,0.3
3098,1087,18,1,2024-09-12,Online,0.53
3099,1425,26,1,2024-09-12,App,0.39
3100,1089,15,1,2024-09-12,Online,0.53
3101,1688,25,1,2024-09-12,Online,0.49
3102,96,16,1,2024-09-13,App,0.33
3103,348,28,1,2024-09-13,Online,0.45
3104,358,2,1,2024-09-13,Online,0.46
3105,51,5,1,2024-09-13,Boutique,0.46
3106,1373,36,1,2024-09-13,Online,0.52
3107,1273,16,1,2024-09-13,Online,0.33
3108,1573,39,1,2024-09-13,Online,13.34
3109,1755,37,3,2024-09-13,Online,1.26
3110,470,2,1,2024-09-13,App,0.46
3111,1792,21,1,2024-09-13,Online,0.48
3112,439,49,1,2024-09-13,Boutique,0.43
3113,231,35,2,2024-09-13,Online,1.2
3114,1039,18,1,2024-09-13,Boutique,0.53
3115,1736,6,1,2024-09-13,Boutique,0.46
3116,1539,46,1,2024-09-13,Online,0.45
3117,141,2,2,2024-09-13,Online,0.92
3118,1066,20,1,2024-09-13,App,38.82
3119,1788,39,2,2024-09-14,App,26.68
3120,812,20,1,2024-09-14,Online,38.82
3121,848,49,2,2024-09-14,Online,0.86
3122,1350,28,1,2024-09-14,Boutique,0.45
3123,1425,26,1,2024-09-14,App,0.39
3124,808,41,1,2024-09-14,Online,0.3
3125,1890,19,2,2024-09-14,Online,0.58
3126,53,21,1,2024-09-14,Boutique,0.48
3127,1925,45,1,2024-09-14,Boutique,0.37
3128,1757,6,1,2024-09-14,Online,0.46
3129,74,26,1,2024-09-14,Online,0.39
3130,1185,42,1,2024-09-14,Online,26.28
3131,948,43,1,2024-09-14,Online,20.5
3132,1441,49,1,2024-09-14,App,0.43
3133,767,44,1,2024-09-14,Online,0.59
3134,1650,32,1,2024-09-14,Boutique,0.45
3135,841,13,1,2024-09-14,Online,0.43
3136,1774,21,1,2024-09-14,Online,0.48
3137,1299,23,1,2024-09-14,Online,0.49
3138,1137,33,2,2024-09-14,Boutique,17.42
3139,1332,15,1,2024-09-14,Online,0.53
3140,1156,8,1,2024-09-14,App,0.5
3141,1194,16,1,2024-09-15,Online,0.33
3142,1005,22,1,2024-09-15,Online,0.41
3143,60,27,1,2024-09-15,Online,0.61
3144,1333,44,1,2024-09-15,Online,0.59
3145,1600,31,1,2024-09-15,Online,0.52
3146,916,15,1,2024-09-15,Online,0.53
3147,633,16,1,2024-09-15,Boutique,0.33
3148,71,37,1,2024-09-15,Online,0.42
3149,1879,31,1,2024-09-15,Online,0.52
3150,499,36,1,2024-09-15,Online,0.52
3151,166,15,1,2024-09-15,Online,0.53
3152,572,48,2,2024-09-15,Online,0.8
3153,76,27,1,2024-09-15,Online,0.61
3154,1503,48,1,2024-09-15,Online,0.4
3155,1900,5,2,2024-09-15,Boutique,0.92
3156,1971,17,1,2024-09-15,Online,0.56
3157,1334,18,1,2024-09-15,Online,0.53
3158,1624,24,1,2024-09-15,Online,12.18
3159,1183,33,1,2024-09-15,Boutique,8.71
3160,204,37,1,2024-09-15,App,0.42
3161,379,3,1,2024-09-16,Online,17.92
3162,718,3,1,2024-09-16,Online,17.92
3163,1308,25,1,2024-09-16,Online,0.49
3164,1333,41,1,2024-09-16,Online,0.3
3165,1054,37,1,2024-09-16,Online,0.42
3166,1425,5,1,2024-09-16,Boutique,0.46
3167,198,42,1,2024-09-16,App,26.28
3168,1425,41,2,2024-09-16,Online,0.6
3169,1338,36,1,2024-09-16,Online,0.52
3170,660,15,1,2024-09-16,Online,0.53
3171,1021,31,1,2024-09-16,Boutique,0.52
3172,1489,41,1,2024-09-16,Online,0.3
3173,1030,46,1,2024-09-16,Online,0.45
3174,415,22,1,2024-09-16,App,0.41
3175,759,39,1,2024-09-16,Online,13.34
3176,575,25,3,2024-09-16,Online,1.47
3177,1244,3,1,2024-09-16,Online,17.92
3178,759,35,1,2024-09-16,Online,0.6
3179,679,41,1,2024-09-16,Online,0.3
3180,1465,46,1,2024-09-16,App,0.45
3181,1019,33,2,2024-09-16,Online,17.42
3182,1913,30,1,2024-09-16,Boutique,0.39
3183,572,3,1,2024-09-16,Boutique,17.92
3184,415,8,1,2024-09-16,Boutique,0.5
3185,1262,4,1,2024-09-16,Online,0.38
3186,1786,39,1,2024-09-16,Online,13.34
3187,1156,46,2,2024-09-17,App,0.9
3188,1333,19,1,2024-09-17,Online,0.29
3189,46,28,1,2024-09-17,Online,0.45
3190,1426,49,1,2024-09-17,Boutique,0.43
3191,933,33,1,2024-09-17,App,8.71
3192,493,3,1,2024-09-17,Boutique,17.92
3193,114,41,1,2024-09-17,Online,0.3
3194,401,3,1,2024-09-17,Online,17.92
3195,1089,15,1,2024-09-17,App,0.53
3196,530,2,1,2024-09-17,Online,0.46
3197,305,48,1,2024-09-17,Boutique,0.4
3198,1865,37,2,2024-09-17,Online,0.84
3199,1642,13,1,2024-09-17,Online,0.43
3200,1144,43,1,2024-09-17,App,20.5
3201,1482,15,1,2024-09-17,Online,0.53
3202,337,6,1,2024-09-17,Online,0.46
3203,155,21,1,2024-09-17,App,0.48
3204,1308,19,1,2024-09-17,Online,0.29
3205,426,36,1,2024-09-17,Boutique,0.52
3206,85,2,1,2024-09-17,Boutique,0.46
3207,1935,32,1,2024-09-17,Online,0.45
3208,564,23,1,2024-09-17,Online,0.49
3209,454,4,1,2024-09-17,Online,0.38
3210,664,49,1,2024-09-17,Online,0.43
3211,332,19,1,2024-09-18,App,0.29
3212,1907,31,1,2024-09-18,Online,0.52
3213,396,41,1,2024-09-18,App,0.3
3214,431,37,1,2024-09-18,Online,0.42
3215,1988,37,1,2024-09-18,App,0.42
3216,1880,37,1,2024-09-18,App,0.42
3217,1581,21,1,2024-09-18,Online,0.48
3218,1394,48,1,2024-09-18,Online,0.4
3219,1751,6,1,2024-09-18,Boutique,0.46
3220,1913,31,1,2024-09-18,Boutique,0.52
3221,1585,18,1,2024-09-18,Online,0.53
3222,1214,3,1,2024-09-18,Online,17.92
3223,1465,32,2,2024-09-18,Online,0.9
3224,1389,14,1,2024-09-18,Online,0.47
3225,189,5,1,2024-09-18,Online,0.46
3226,519,19,1,2024-09-18,App,0.29
3227,1665,25,1,2024-09-18,Online,0.49
3228,1323,50,1,2024-09-18,Online,0.42
3229,1741,25,1,2024-09-18,Boutique,0.49
3230,716,18,1,2024-09-18,Online,0.53
3231,767,27,1,2024-09-19,Boutique,0.61
3232,1690,12,1,2024-09-19,Boutique,0.5
3233,1600,19,1,2024-09-19,Online,0.29
3234,143,18,1,2024-09-19,Online,0.53
3235,780,45,1,2024-09-19,Online,0.37
3236,1619,50,2,2024-09-19,Online,0.84
3237,1244,33,2,2024-09-19,Boutique,17.42
3238,195,6,1,2024-09-19,Boutique,0.46
3239,1171,16,1,2024-09-19,Online,0.33
3240,44,44,1,2024-09-19,Boutique,0.59
3241,68,8,1,2024-09-19,Online,0.5
3242,396,19,1,2024-09-19,Online,0.29
3243,683,36,2,2024-09-19,App,1.04
3244,1657,36,1,2024-09-19,App,0.52
3245,1699,2,1,2024-09-19,Online,0.46
3246,1641,16,1,2024-09-19,Online,0.33
3247,1600,28,1,2024-09-19,Online,0.45
3248,679,13,2,2024-09-19,Online,0.86
3249,1244,18,3,2024-09-19,Boutique,1.59
3250,892,30,1,2024-09-19,Online,0.39
3251,662,22,1,2024-09-20,App,0.41
3252,679,12,1,2024-09-20,Boutique,0.5
3253,1044,16,1,2024-09-20,Boutique,0.33
3254,839,1,1,2024-09-20,Boutique,0.34
3255,356,44,3,2024-09-20,Online,1.77
3256,1758,21,1,2024-09-20,Online,0.48
3257,127,28,1,2024-09-20,Online,0.45
3258,337,23,1,2024-09-20,Online,0.49
3259,646,37,1,2024-09-20,Boutique,0.42
3260,1312,40,1,2024-09-20,Online,0.34
3261,988,15,2,2024-09-20,Online,1.06
3262,1206,33,1,2024-09-20,Online,8.71
3263,1308,40,1,2024-09-20,Online,0.34
3264,499,46,1,2024-09-20,Boutique,0.45
3265,1790,32,1,2024-09-20,Boutique,0.45
3266,285,16,1,2024-09-21,Boutique,0.33
3267,1510,5,2,2024-09-21,App,0.92
3268,1425,17,1,2024-09-21,Online,0.56
3269,848,15,1,2024-09-21,Online,0.53
3270,1940,1,1,2024-09-21,App,0.34
3271,367,32,1,2024-09-21,Online,0.45
3272,716,39,1,2024-09-21,Boutique,13.34
3273,170,6,1,2024-09-21,Online,0.46
3274,1865,30,1,2024-09-21,Online,0.39
3275,481,27,1,2024-09-21,Online,0.61
3276,686,14,1,2024-09-21,App,0.47
3277,1376,19,1,2024-09-22,App,0.29
3278,379,14,3,2024-09-22,Boutique,1.41
3279,51,19,1,2024-09-22,Boutique,0.29
3280,816,40,1,2024-09-22,Boutique,0.34
3281,1371,1,3,2024-09-22,Boutique,1.02
3282,406,26,1,2024-09-22,Online,0.39
3283,1089,1,1,2024-09-22,Online,0.34
3284,141,13,1,2024-09-22,Online,0.43
3285,1828,46,1,2024-09-22,Online,0.45
3286,1851,19,1,2024-09-22,Boutique,0.29
3287,1373,1,1,2024-09-22,Online,0.34
3288,852,48,1,2024-09-22,Online,0.4
3289,1559,32,1,2024-09-22,Online,0.45
3290,1831,43,2,2024-09-22,Online,41.0
3291,1828,7,1,2024-09-22,App,0.57
3292,1317,41,1,2024-09-22,Boutique,0.3
3293,460,34,2,2024-09-22,Boutique,271.34
3294,229,17,1,2024-09-22,Online,0.56
3295,801,31,1,2024-09-22,Online,0.52
3296,1956,36,1,2024-09-22,Online,0.52
3297,1379,12,1,2024-09-22,Online,0.5
3298,4,5,1,2024-09-22,Online,0.46
3299,1699,30,3,2024-09-23,Online,1.17
3300,965,33,1,2024-09-23,Online,8.71
3301,531,12,1,2024-09-23,Online,0.5
3302,692,1,1,2024-09-23,Online,0.34
3303,1913,19,1,2024-09-23,Online,0.29
3304,1593,17,1,2024-09-23,Online,0.56
3305,1734,6,1,2024-09-23,App,0.46
3306,1913,15,1,2024-09-23,App,0.53
3307,537,8,1,2024-09-23,Online,0.5
3308,1415,2,2,2024-09-23,Online,0.92
3309,1863,6,1,2024-09-23,App,0.46
3310,191,39,1,2024-09-23,Online,13.34
3311,1058,28,1,2024-09-23,App,0.45
3312,297,7,1,2024-09-23,Online,0.57
3313,1224,7,2,2024-09-23,App,1.14
3314,1243,21,1,2024-09-23,Online,0.48
3315,225,26,1,2024-09-23,Online,0.39
3316,1308,40,1,2024-09-23,Online,0.34
3317,933,33,1,2024-09-23,Online,8.71
3318,220,14,1,2024-09-23,Online,0.47
3319,1853,26,1,2024-09-23,Online,0.39
3320,1780,4,1,2024-09-23,Online,0.38
3321,511,20,3,2024-09-24,Online,116.46
3322,1224,31,1,2024-09-24,App,0.52
3323,1177,13,1,2024-09-24,Boutique,0.43
3324,1464,27,2,2024-09-24,Boutique,1.22
3325,612,3,1,2024-09-24,Online,17.92
3326,1156,22,1,2024-09-24,Boutique,0.41
3327,500,44,1,2024-09-24,Online,0.59
3328,867,3,1,2024-09-24,Online,17.92
3329,1369,7,1,2024-09-24,Online,0.57
3330,1656,2,1,2024-09-24,Boutique,0.46
3331,848,35,1,2024-09-24,Boutique,0.6
3332,716,7,1,2024-09-24,Boutique,0.57
3333,1470,50,2,2024-09-24,Online,0.84
3334,1453,45,1,2024-09-24,Boutique,0.37
3335,76,50,1,2024-09-24,Boutique,0.42
3336,811,5,3,2024-09-24,App,1.38
3337,35,26,1,2024-09-24,Boutique,0.39
3338,1963,36,1,2024-09-24,Boutique,0.52
3339,654,27,1,2024-09-24,Online,0.61
3340,173,13,1,2024-09-25,App,0.43
3341,1699,5,1,2024-09-25,Boutique,0.46
3342,1415,50,1,2024-09-25,Boutique,0.42
3343,1699,33,1,2024-09-25,Boutique,8.71
3344,839,50,1,2024-09-25,Boutique,0.42
3345,1509,35,1,2024-09-25,Online,0.6
3346,1177,12,1,2024-09-25,Online,0.5
3347,519,32,1,2024-09-25,Boutique,0.45
3348,1907,2,1,2024-09-25,Online,0.46
3349,52,36,1,2024-09-25,Online,0.52
3350,1328,30,1,2024-09-25,Boutique,0.39
3351,955,32,1,2024-09-25,Online,0.45
3352,782,4,1,2024-09-25,Online,0.38
3353,1826,7,1,2024-09-25,Online,0.57
3354,360,6,1,2024-09-25,Online,0.46
3355,1238,2,2,2024-09-25,Online,0.92
3356,1916,16,1,2024-09-25,Online,0.33
3357,1777,19,1,2024-09-25,Boutique,0.29
3358,1132,31,1,2024-09-25,Online,0.52
3359,913,6,2,2024-09-25,Online,0.92
3360,1522,22,1,2024-09-26,Online,0.41
3361,1962,33,1,2024-09-26,Online,8.71
3362,728,49,1,2024-09-26,Online,0.43
3363,166,43,1,2024-09-26,App,20.5
3364,179,46,1,2024-09-26,Online,0.45
3365,1426,49,1,2024-09-26,Online,0.43
3366,1663,17,1,2024-09-26,Boutique,0.56
3367,1844,39,1,2024-09-26,Online,13.34
3368,531,18,3,2024-09-26,Online,1.59
3369,1403,16,1,2024-09-26,Boutique,0.33
3370,1314,30,1,2024-09-26,Online,0.39
3371,603,33,1,2024-09-26,Online,8.71
3372,71,44,1,2024-09-26,Online,0.59
3373,531,30,1,2024-09-26,Online,0.39
3374,1425,22,1,2024-09-26,Online,0.41
3375,1211,2,1,2024-09-26,App,0.46
3376,1102,36,1,2024-09-26,Online,0.52
3377,8,31,1,2024-09-26,Online,0.52
3378,1831,24,1,2024-09-26,App,12.18
3379,1239,25,1,2024-09-26,Online,0.49
3380,1713,43,1,2024-09-26,Online,20.5
3381,402,45,1,2024-09-26,Online,0.37
3382,692,24,1,2024-09-26,Online,12.18
3383,530,39,1,2024-09-26,Boutique,13.34
3384,589,22,1,2024-09-27,Boutique,0.41
3385,508,50,1,2024-09-27,App,0.42
3386,1790,18,1,2024-09-27,Online,0.53
3387,797,26,1,2024-09-27,Online,0.39
3388,1631,48,1,2024-09-27,App,0.4
3389,126,44,1,2024-09-27,Online,0.59
3390,204,23,1,2024-09-27,Boutique,0.49
3391,327,17,1,2024-09-27,Boutique,0.56
3392,1740,14,1,2024-09-27,Online,0.47
3393,396,16,1,2024-09-27,Boutique,0.33
3394,1066,14,1,2024-09-27,Online,0.47
3395,1934,25,2,2024-09-27,Boutique,0.98
3396,575,36,1,2024-09-27,Online,0.52
3397,1792,31,1,2024-09-27,Online,0.52
3398,1472,3,1,2024-09-27,Online,17.92
3399,933,15,1,2024-09-27,App,0.53
3400,1865,16,1,2024-09-27,App,0.33
3401,802,39,1,2024-09-27,Online,13.34
3402,1686,45,1,2024-09-27,Online,0.37
3403,188,48,1,2024-09-27,Online,0.4
3404,612,8,1,2024-09-27,Online,0.5
3405,792,17,1,2024-09-27,Boutique,0.56
3406,1831,43,1,2024-09-27,Online,20.5
3407,1900,35,1,2024-09-27,App,0.6
3408,53,49,1,2024-09-27,Online,0.43
3409,117,19,1,2024-09-27,Online,0.29
3410,1849,43,1,2024-09-27,App,20.5
3411,508,13,1,2024-09-27,Online,0.43
3412,387,20,1,2024-09-27,Online,38.82
3413,1416,33,1,2024-09-28,Online,8.71
3414,1758,28,1,2024-09-28,App,0.45
3415,492,21,1,2024-09-28,App,0.48
3416,1149,32,1,2024-09-28,Boutique,0.45
3417,275,28,1,2024-09-28,Boutique,0.45
3418,1308,19,2,2024-09-28,App,0.58
3419,1890,18,1,2024-09-28,Online,0.53
3420,679,42,1,2024-09-28,Boutique,26.28
3421,26,19,1,2024-09-28,Online,0.29
3422,1976,35,1,2024-09-28,Online,0.6
3423,1699,1,1,2024-09-28,App,0.34
3424,1328,12,1,2024-09-28,App,0.5
3425,1465,21,1,2024-09-28,Online,0.48
3426,508,50,1,2024-09-28,Boutique,0.42
3427,980,43,1,2024-09-28,Online,20.5
3428,1450,45,1,2024-09-28,Boutique,0.37
3429,1087,31,1,2024-09-28,Online,0.52
3430,1656,48,1,2024-09-28,Boutique,0.4
3431,1593,50,1,2024-09-28,Boutique,0.42
3432,887,1,1,2024-09-28,Online,0.34
3433,1656,14,1,2024-09-28,Boutique,0.47
3434,1663,40,1,2024-09-28,Boutique,0.34
3435,721,49,1,2024-09-29,Boutique,0.43
3436,1069,5,1,2024-09-29,App,0.46
3437,1628,15,1,2024-09-29,App,0.53
3438,1892,20,1,2024-09-29,Boutique,38.82
3439,270,3,2,2024-09-29,Online,35.84
3440,1252,20,2,2024-09-29,Boutique,77.64
3441,1713,25,2,2024-09-29,Online,0.98
3442,299,43,1,2024-09-29,Online,20.5
3443,720,7,1,2024-09-29,Online,0.57
3444,1907,16,1,2024-09-29,Online,0.33
3445,1693,37,1,2024-09-29,Boutique,0.42
3446,53,48,1,2024-09-29,Online,0.4
3447,1774,24,1,2024-09-29,App,12.18
3448,779,28,1,2024-09-29,App,0.45
3449,248,36,1,2024-09-29,Online,0.52
3450,1458,42,1,2024-09-29,Online,26.28
3451,1224,18,1,2024-09-29,App,0.53
3452,811,50,1,2024-09-29,App,0.42
3453,1489,3,1,2024-09-29,Online,17.92
3454,1878,36,1,2024-09-29,App,0.52
3455,248,42,1,2024-09-29,Online,26.28
3456,1167,48,1,2024-09-29,Boutique,0.4
3457,140,17,2,2024-09-29,Online,1.12
3458,869,20,1,2024-09-29,Online,38.82
3459,652,25,2,2024-09-29,Boutique,0.98
3460,421,28,1,2024-09-30,Online,0.45
3461,1849,45,1,2024-09-30,Boutique,0.37
3462,689,22,1,2024-09-30,Boutique,0.41
3463,902,2,1,2024-09-30,Online,0.46
3464,1757,43,1,2024-09-30,Online,20.5
3465,193,21,1,2024-09-30,App,0.48
3466,1844,41,1,2024-09-30,Boutique,0.3
3467,180,36,1,2024-09-30,Online,0.52
3468,1172,36,1,2024-09-30,Online,0.52
3469,767,27,1,2024-09-30,Online,0.61
3470,548,36,1,2024-09-30,App,0.52
3471,157,30,1,2024-09-30,Boutique,0.39
3472,779,21,1,2024-09-30,Boutique,0.48
3473,1046,3,1,2024-09-30,Online,17.92
3474,1650,43,1,2024-09-30,Online,20.5
3475,1044,36,1,2024-09-30,Online,0.52
3476,1426,3,1,2024-09-30,Online,17.92
3477,955,43,1,2024-09-30,Boutique,20.5
3478,1393,16,1,2024-09-30,App,0.33
3479,1386,16,1,2024-09-30,Online,0.33
3480,420,3,2,2024-09-30,Online,35.84
3481,1774,5,1,2024-09-30,Online,0.46
3482,1208,40,2,2024-10-01,Online,0.68
3483,1559,2,1,2024-10-01,Boutique,0.46
3484,706,40,1,2024-10-01,App,0.34
3485,68,36,1,2024-10-01,Online,0.52
3486,140,47,1,2024-10-01,Online,66.35
3487,1641,42,1,2024-10-01,Online,26.28
3488,1314,20,1,2024-10-01,Online,38.82
3489,514,14,2,2024-10-01,App,0.94
3490,44,26,1,2024-10-01,App,0.39
3491,933,16,1,2024-10-01,App,0.33
3492,1991,15,3,2024-10-01,Online,1.59
3493,519,41,1,2024-10-01,App,0.3
3494,1774,48,2,2024-10-01,Online,0.8
3495,1624,30,2,2024-10-01,Online,0.78
3496,1533,18,1,2024-10-01,Boutique,0.53
3497,997,41,2,2024-10-01,App,0.6
3498,1019,15,1,2024-10-01,Online,0.53
3499,654,6,1,2024-10-01,Online,0.46
3500,749,21,1,2024-10-01,Online,0.48
3501,272,37,1,2024-10-01,App,0.42
3502,1062,14,1,2024-10-01,Boutique,0.47
3503,95,19,1,2024-10-01,Boutique,0.29
3504,1089,30,1,2024-10-01,Online,0.39
3505,801,2,1,2024-10-01,Online,0.46
3506,473,17,1,2024-10-01,App,0.56
3507,714,22,1,2024-10-01,Online,0.41
3508,1828,23,2,2024-10-01,Boutique,0.98
3509,184,16,1,2024-10-02,Online,0.33
3510,997,5,1,2024-10-02,Boutique,0.46
3511,1449,27,1,2024-10-02,Boutique,0.61
3512,1901,39,3,2024-10-02,Online,40.02
3513,1665,31,2,2024-10-02,Online,1.04
3514,50,4,1,2024-10-02,Boutique,0.38
3515,1886,49,1,2024-10-02,Online,0.43
3516,12,36,1,2024-10-02,Online,0.52
3517,52,22,1,2024-10-02,Online,0.41
3518,1376,24,1,2024-10-02,Online,12.18
3519,109,49,3,2024-10-02,Boutique,1.29
3520,137,14,1,2024-10-02,Boutique,0.47
3521,439,21,1,2024-10-02,Online,0.48
3522,1386,24,1,2024-10-02,Online,12.18
3523,1699,32,1,2024-10-02,App,0.45
3524,1058,48,2,2024-10-02,Online,0.8
3525,277,6,3,2024-10-03,Online,1.38
3526,1522,2,1,2024-10-03,Online,0.46
3527,1334,33,1,2024-10-03,Online,8.71
3528,1275,4,1,2024-10-03,App,0.38
3529,792,30,1,2024-10-03,Boutique,0.39
3530,1410,1,1,2024-10-03,Online,0.34
3531,1376,13,1,2024-10-03,App,0.43
3532,650,41,1,2024-10-03,Online,0.3
3533,1758,33,1,2024-10-03,Online,8.71
3534,358,32,1,2024-10-03,Boutique,0.45
3535,1334,36,2,2024-10-03,Online,1.04
3536,1913,46,1,2024-10-03,Online,0.45
3537,453,14,1,2024-10-03,App,0.47
3538,1060,13,2,2024-10-03,Online,0.86
3539,718,7,1,2024-10-03,Online,0.57
3540,1349,30,1,2024-10-03,App,0.39
3541,421,37,1,2024-10-03,App,0.42
3542,715,18,1,2024-10-03,Online,0.53
3543,892,42,1,2024-10-03,Online,26.28
3544,1406,33,1,2024-10-03,Boutique,8.71
3545,1276,40,1,2024-10-03,Online,0.34
3546,1441,24,1,2024-10-03,Boutique,12.18
3547,1115,7,1,2024-10-03,Online,0.57
3548,13,12,1,2024-10-03,Online,0.5
3549,1640,17,1,2024-10-04,App,0.56
3550,417,5,1,2024-10-04,Online,0.46
3551,767,6,1,2024-10-04,Online,0.46
3552,1465,2,1,2024-10-04,Online,0.46
3553,654,8,1,2024-10-04,App,0.5
3554,69,40,1,2024-10-04,App,0.34
3555,406,8,1,2024-10-04,App,0.5
3556,1357,46,1,2024-10-04,Online,0.45
3557,1338,14,3,2024-10-04,Online,1.41
3558,1665,25,1,2024-10-04,Boutique,0.49
3559,68,37,2,2024-10-04,Online,0.84
3560,1229,28,1,2024-10-04,Online,0.45
3561,1374,2,1,2024-10-04,Online,0.46
3562,1060,15,1,2024-10-04,Boutique,0.53
3563,1410,17,1,2024-10-04,Online,0.56
3564,750,17,1,2024-10-04,App,0.56
3565,827,16,1,2024-10-04,Online,0.33
3566,1780,3,1,2024-10-04,Online,17.92
3567,1212,5,1,2024-10-04,Online,0.46
3568,494,46,2,2024-10-04,Online,0.9
3569,942,50,1,2024-10-05,App,0.42
3570,362,37,1,2024-10-05,Online,0.42
3571,1926,36,1,2024-10-05,Boutique,0.52
3572,759,36,1,2024-10-05,Online,0.52
3573,1251,13,1,2024-10-05,Online,0.43
3574,873,13,1,2024-10-05,Online,0.43
3575,1743,2,1,2024-10-05,Boutique,0.46
3576,1962,49,1,2024-10-05,Boutique,0.43
3577,911,27,1,2024-10-05,Online,0.61
3578,1769,31,1,2024-10-05,Online,0.52
3579,1172,7,1,2024-10-05,Online,0.57
3580,808,5,1,2024-10-05,Boutique,0.46
3581,108,24,1,2024-10-05,Online,12.18
3582,1758,7,1,2024-10-05,Online,0.57
3583,1865,6,1,2024-10-05,Online,0.46
3584,1880,17,1,2024-10-06,Online,0.56
3585,327,49,1,2024-10-06,App,0.43
3586,1292,24,1,2024-10-06,Boutique,12.18
3587,801,21,1,2024-10-06,Boutique,0.48
3588,1675,2,1,2024-10-06,Online,0.46
3589,1911,44,1,2024-10-06,Online,0.59
3590,1911,20,2,2024-10-06,Boutique,77.64
3591,998,46,1,2024-10-06,Online,0.45
3592,414,1,2,2024-10-06,Boutique,0.68
3593,1844,24,1,2024-10-06,Online,12.18
3594,1873,12,1,2024-10-06,App,0.5
3595,499,28,2,2024-10-06,Boutique,0.9
3596,811,28,1,2024-10-06,Boutique,0.45
3597,1366,39,1,2024-10-06,App,13.34
3598,1333,26,1,2024-10-06,Online,0.39
3599,848,48,1,2024-10-06,Online,0.4
3600,1585,14,1,2024-10-06,App,0.47
3601,1552,33,1,2024-10-06,Online,8.71
3602,1757,1,2,2024-10-06,Boutique,0.68
3603,285,32,1,2024-10-06,Boutique,0.45
3604,706,50,1,2024-10-06,Boutique,0.42
3605,1917,40,1,2024-10-06,Boutique,0.34
3606,105,12,1,2024-10-06,Online,0.5
3607,1149,43,1,2024-10-06,Online,20.5
3608,654,23,1,2024-10-06,Online,0.49
3609,758,18,2,2024-10-06,Online,1.06
3610,1693,26,1,2024-10-06,Online,0.39
3611,89,32,1,2024-10-07,Boutique,0.45
3612,1314,27,1,2024-10-07,Online,0.61
3613,1631,48,1,2024-10-07,Boutique,0.4
3614,1008,26,1,2024-10-07,Online,0.39
3615,340,21,1,2024-10-07,Boutique,0.48
3616,1063,40,1,2024-10-07,Online,0.34
3617,1780,15,1,2024-10-07,Online,0.53
3618,52,42,1,2024-10-07,Online,26.28
3619,241,22,1,2024-10-07,Online,0.41
3620,388,41,1,2024-10-07,Boutique,0.3
3621,1559,7,1,2024-10-07,Online,0.57
3622,942,35,1,2024-10-07,App,0.6
3623,1376,22,2,2024-10-07,Online,0.82
3624,531,42,2,2024-10-07,Online,52.56
3625,314,7,1,2024-10-07,Boutique,0.57
3626,1699,17,1,2024-10-07,Online,0.56
3627,828,46,1,2024-10-07,Boutique,0.45
3628,1600,35,1,2024-10-07,Boutique,0.6
3629,1432,37,1,2024-10-07,Boutique,0.42
3630,1564,2,1,2024-10-07,Online,0.46
3631,82,42,1,2024-10-07,App,26.28
3632,1167,46,1,2024-10-07,App,0.45
3633,992,7,1,2024-10-08,Online,0.57
3634,1209,16,2,2024-10-08,Online,0.66
3635,95,17,1,2024-10-08,App,0.56
3636,1103,4,3,2024-10-08,Online,1.14
